Câu văn thực tế,Nhãn thực tế,Nhãn dự đoán
"dân_trí thấp , trẻ trâu , trai làng 🙂",Disgust,Enjoyment
ngoài_ra thì nó còn bị mang_tiếng là thả thính cả xã_hội nữa,Other,Enjoyment
nuôi kiểu đéo gì lại để nó như thế_này ? ? ?_thằg chủ có tâm_hồn thối rữa à ? ?,Anger,Disgust
thằng ăn ốc_đéo phải trả tiền thằng đổ vỏ lại phải trả tiền …,Disgust,Enjoyment
per lúc xưa toàn nấu bằng bếp nay,Other,Enjoyment
per lý_do nhà tao dùng năng_lượng mặt_trời .. 😌,Other,Enjoyment
tha cho cô_chú đó đi,Disgust,Other
em chân_thành nên em tổn_thương !,Sadness,Enjoyment
tốt nhất là phải sử_phạt thật nặng thì các trường_hợp như_vậy mới không tiếp_tục xảy ra,Other,Sadness
"trách_nhiệm của con mẹ giáo_viên chủ_nhiệm là lớn nhất luôn , đuổi con mẹ nó việc đi",Anger,Enjoyment
làm đéo gì có ai nói_chuyện thân_thiết với tao đâu mà,Sadness,Enjoyment
bạn khốn_nạn,Anger,Enjoyment
tin_vui cho bà_con nông_dân chuân_bi vào ngày gặt lúa sắp tới,Enjoyment,Disgust
"vợ người ta chưa bao_giờ làm tôi thất_vọng , còn vợ tôi thì ..... đi hết 1 / 3 cuộc_đời rồi vẫn chưa tìm thấy 😓",Sadness,Enjoyment
tao giận bạn trai tao và 5 ngày rồi nó đéo_dỗ tao luôn hix,Sadness,Enjoyment
"mấy thằng dẫn gấu đi thì tránh xa đám đông ra nhé , đừng chen_đẩy kiểu bố_láo , thằng đẩy tao đã bị xơi cùi trỏ rồi đấy ,",Other,Disgust
per mang võng ra không lại tủi không_thể ngồi,Other,Enjoyment
"cấm dừng đỗ thì bạn gọi công_an phường , post lên đây làm gì",Disgust,Enjoyment
làm_việc vất_vả mới được miếng ăn mà chúng_nó khốn_nạn thật,Anger,Enjoyment
cạn lời với bọn súc_vật này làm xấu mặt người bắc_giang 😑_😑 😑,Disgust,Enjoyment
ngu không chịu được,Disgust,Enjoyment
giờ mới biết,Other,Enjoyment
sao nhiều thằng cưa bàn giống tao vậy ? ?,Surprise,Enjoyment
"per bắt được chắc nó mềm_xương , chơi mất dạy 😔 😔",Anger,Enjoyment
bọn bây giống tao không ? chứ ghét mấy đứa troll rớt điện_thoại vãi,Disgust,Enjoyment
có bồ mà cũng sân si,Disgust,Enjoyment
giữa dòng đời này chắc mỗi mình mình xin list_nhạc : 3,Other,Enjoyment
phải có bao_nhiêu tình_cảm mới có_thể viết ra được những dòng này ...,Sadness,Enjoyment
chỉ có màn_hình là xấu thui,Other,Enjoyment
lập đội cảnh sat chuyên đi dẹp những nơi tụ_tập như thế,Other,Enjoyment
vậy mới biến thành người nhện được,Other,Enjoyment
nghe tên vietcombank là bao_nhiêu quá_khứ bực_mình ùa về,Anger,Enjoyment
bó_tay . lại khiển_trách . rút kinh_nghiệm,Anger,Enjoyment
tao thấy có 1 thằng dân_trí thấp trong đám bình_luận này rồi đấy,Disgust,Enjoyment
tao thì muốn là đéo bao_giờ . nhưng mẹ tao thì muốn ngay bây_giờ 😢,Sadness,Enjoyment
loạn hết rồi,Disgust,Enjoyment
còn gì đau hơn,Sadness,Enjoyment
quan_trọng là họ quảng_cáo nói có đúng không . hay_là được ít năm hỏng thì mệt,Other,Enjoyment
thần_kinh cái đầu mày …,Disgust,Enjoyment
cay đắng ngọt bùi . nhưng cay_đắng thì thường nhiều hơn =)),Other,Enjoyment
"tao cũng vậy , mấy cái thiệp chúc_noel thời cấp 2 trẻ trâu của lũ bạn vẫn còn nguyên xi",Other,Disgust
"hai thằng đó sẽ .. nhau , cô về nhà nằm_mơ típ đi cô bé",Disgust,Enjoyment
tôi đập cho tòe cái mỏ lun nha,Anger,Enjoyment
per đẳng_cấp nào rồi em,Other,Enjoyment
có thì tốt nhất đừng có giận vì ngoài kia bất_cứ thằng nào cũng sẵn_sàng_dỗ dành bạn gái của bạn 😋,Fear,Disgust
giờ cắt bộ móng đi cái tay vẫn cứ bị phế_khó mà phục_hồi được,Sadness,Disgust
ơ . t chỉ quan_tâm sao mày lại mặc quần màu hường hình cô gái thôi ? ?,Other,Disgust
"toan cao lại nữa , tao dg suy_nghĩ có nên đi bằng grap về không",Other,Sadness
"gặp tao , tao ré cái hoảng mất : ( ( đáng sợ qué",Fear,Enjoyment
tao chắc_chắn là cái sừng đã mọc,Other,Enjoyment
mày cứ đái ra võng là lần sau vợ mày sẽ rút kinh_nghiệm,Disgust,Enjoyment
mèo người ta đi_lạc về nó còn nhớ chủ chủ còn được đụng nó còn mèo nhà tao đi tán_trai có mấy tháng về nhà thấy chủ như thấy ma_😌 😌,Sadness,Disgust
"mấy con đĩ xạo lồn tao thấy mà tao tức_á , chia bè phái ra làm rầm_rầm_rộ rộ",Anger,Disgust
mày xuống thì xuống mẹ mày đi . ngứa cả mắt 😩_😩 😩_😩 😩,Anger,Enjoyment
per đáng sợ quá,Fear,Enjoyment
thế theo mấy bác lớp 5 thì viết chữ như_thế_nào ạ,Other,Enjoyment
nghe tiếng ăn_tợp tợp ám_ảnh quá,Disgust,Enjoyment
sao lại bất_công_thế,Sadness,Enjoyment
tao thề . nhìn bạn ấy xong tao muốn rụng mấy quả trứng luôn 😓,Fear,Enjoyment
"crush một ai đó là điều không bao_giờ có rồi , vì mình vừa béo , vừa xấu gái , vừa vv and_vv . auto_nhục 😞_😞 😞",Sadness,Enjoyment
"biết có người_binh mà mới chửi lại đó , con hư tại mẹ thui",Disgust,Enjoyment
"tự_nhiên thấy tụi con gái khóc tu_tu , thế_là mình lủi ra ghế đá trước lớp ngồi . tự_nhiên cô dạy_văn cũng ra theo xong ôm mình khóc ,",Sadness,Disgust
cười ỉa_😂 😂_thây nó thét mà tao nghĩ dọn xong nó đi luôn cái cổ_họng,Enjoyment,Disgust
t tưởng nó nói tiếng việt chứ,Other,Enjoyment
"t đã hối_hận vì nói ra , để rồi bao_giờ tao với cô ấy chẳng còn_thể nói_chuyện như trước nữa",Sadness,Enjoyment
"năm nào cả sinh_nhật_âm hay dương_mẹ cũng gọi điện cho mình , bà ngoại trên 80 , bác ruột mình đều nhớ hết 😂_😂 😂",Enjoyment,Disgust
"thôi xong , biết thế_tém tém lại .",Fear,Enjoyment
"hành nó đưa đèn ông sao lên nữa chứ , ác_vãi , ta nhớ lại còn cay ?",Anger,Enjoyment
bọn dân_trí thấp_tưởng thế_là hay .,Disgust,Enjoyment
"thì bác cứ tranh_luận đi , bác nói đúng thì mình cũng chả nói gì , còn mình thấy cái kiểu cậy nhà mặt_đường nhưng tư_tưởng nhắn_tin kia thì kiểu gì cũng có ngày sấp mặt .",Anger,Disgust
không biết có ai ở trong ngôi nhà không,Fear,Enjoyment
cần 1 thời_gian dài thật dài nữa thì ý_thức mới đi lên được,Other,Enjoyment
"chân ta cũng là chân đi và giờ bị đứt dây_chằng , nằm một chỗ đợi mổ rồi mày . đồng_cảm vãi",Sadness,Disgust
sao mình gặp toàn thằng mất_dạy hay bắt_nạt mình nhỉ ? tuổi_thơ bất_hạnh :),Sadness,Disgust
vì lợi_nhuận con_người ta có_thể độc_ác với nhau như_vậy sao ? ? ?,Disgust,Enjoyment
có hôm tao đang vương_nỏ tính bắn vào con họa_mi đang đậu trên cành thì ai_ngờ nó phản_đame đứt_thun dội ngược vào mặt từ đó tao không còn chơi nữa,Sadness,Disgust
và đó đéo phải là tao =))),Sadness,Enjoyment
"giỏi quá ta , cố_gắng phát_huy nha",Surprise,Enjoyment
cha_mẹ tao còn cãi_lộn nhau vì không biết ngày_sinh tháng sinh của tao là dương hay âm_😢 😢,Sadness,Disgust
cần có cơ_quan_chức_năng tới để làm rõ vụ_việc với ngư_dân đã bắt nó,Other,Enjoyment
sản_phẩm nhìn lạ quá ta,Surprise,Enjoyment
"cũng tùy , đôi_khi không cần vật_chất mà chỉ cần động_viên , san sẽ những khi con mình vấp_ngã hay khó_khăn trong cuộc_sống thì ...",Sadness,Disgust
bọn yêu nhau tưởng thế_là hay,Disgust,Enjoyment
"từ nay ho , thì phải kiếm chỗ nào nằm tạm",Other,Enjoyment
phận làm trai nào sung_sướng gì 😂,Sadness,Enjoyment
cao_su đó khai_thắc làm_sao có mủ,Other,Enjoyment
thế mày nằm viện nào tao vào thăm luôn cho động_lực,Other,Enjoyment
cuộc_đời bạn đáng_giá bao_nhiêu tiền,Other,Enjoyment
crush đéo bị thịt nhé : d nó cũng ế_vãi vì tội chảnh chóa,Anger,Disgust
hôm_qua tao xem xong ngất_xỉu tới giờ mới tĩnh chúng_mày ạ 😌_😌 😌,Sadness,Enjoyment
per hèn gì thấy ngày nào anh cũng đi tập 😂_😂 😂,Other,Enjoyment
quả cr7 mà kill_đéo gì nhỉ,Disgust,Enjoyment
sợ vãi,Fear,Enjoyment
"thương quá . giờ con đi học ở lại cả ngày thì hên xui thôi chứ biết làm_sao , không ăn thịt heo thì ăn gì . mong sao có lệnh tạm dừng ăn thịt heo trong thời_gian này cho các trường mầm_non thì hay biết_mấy .",Sadness,Disgust
phải biết thiên_thời địa_lợi nhân_hòa 😐 😐,Other,Enjoyment
"ngày_xưa toàn ăn cơm với nước_mắt , ngày_trước giận_bố lắm , nhưng giờ mới cảm_ơn bố vì như_thế mới có mình ngày_nay",Enjoyment,Disgust
loài vật đang dần_dần có trí_khôn và hành_động như một con_người còn một_số người thì đang tiến hóa ngược : v,Disgust,Enjoyment
"kệ mẹ tao , tao thích nuôi chó thôi okeeee nó đéo bao_giờ kêu tao bướng",Anger,Enjoyment
thính hơn chó_động 1 tí là kêu inh_ỏi điếc cả tai . đuổi thì đuổi dai_😒,Anger,Disgust
xin chúa thương_xót chúng con,Other,Enjoyment
đọc thôi cũng mệt,Disgust,Enjoyment
nó chỉ muốn chén mày thôi . thật đấy,Other,Enjoyment
tiên_sư bố nhà_mày . tao chịu hết_nổi rồi nhé 🤤,Anger,Enjoyment
"đọc bình_luận không thấy ai khen cute dễ_thương đáng_yêu này nọ nữa nhỉ :))))) một ngày đẹp trời bạn ra ngõ đứng_hít không_khí , con mèo sẽ kệ mẹ bạn , con chó vẫn sẽ đi đái_bậy , nhưng con một lằn này thì đéo , nó phi con mẹ nó ra dí chạy như một con điên",Anger,Disgust
một đứa sợ sấm chớp không thích hình_ảnh này huhu,Fear,Enjoyment
ai biết bài nhạc đoạn này không ?,Other,Enjoyment
chơi vậy ai chơi,Disgust,Enjoyment
ăn cút mẹ mày ra chỗ khác ăn nhé .,Anger,Enjoyment
ngày bé nấu hoài không chín . tức rủ mấy đứa ra đốt cả đống rơm nhà hàng_xóm,Enjoyment,Disgust
mơ chứ còn gì nữa 🙃,Other,Enjoyment
cũng chỉ vì việt_nam nuôi một lũ kỹ_sư . tiến_sĩ phá_hoại mới làm thiệt_hại kinh_tế nhiều vô_kể chúng_nó sài toàn bằng tại trức thì biết con mẹ gì mà đưa cây cao_su ra bắc trồng khác gì đưa cây dừa ở trong nam ra bắc trồng . một lũ bò,Anger,Disgust
loài dê phải gọi ông này bằng cụ,Other,Enjoyment
"người đàn_ông ốm_đau nói với vợ mình : ” ở lại với anh ” rồi cầm tay bà . đó là tình_yêu , vỏn_vẹn 20 năm ngắn_ngủi . tình_yêu bố dành cho mẹ",Enjoyment,Disgust
per hình_như bài mày ngh hôm_nay . như cứt mai đừng mở nữa,Disgust,Enjoyment
chời ơi mới chụp răng 2 bữa trước về không ngủ được tới nay luôn,Sadness,Disgust
hãy tôn_trọng quyền được mưu_cầu hạnh_phúc của mỗi cá_nhân con_người trên thế_giới này đi . đừng kì_thị họ ! tội_lỗi lắm 🙂,Other,Disgust
tao ho_rụng hết tóc rồi 😭,Sadness,Enjoyment
per trailer không có tiếng thôi mà đã thấy ghê rồi đó !,Fear,Enjoyment
con nhà người ta kbh làm bố_mẹ mình thất_vọng 😪,Other,Enjoyment
cả ngàn tin nhắn không đổi lại được 1 lần xem : ( (,Sadness,Enjoyment
yêu thế,Enjoyment,Other
điều tồi_tệ nhất là kiểm_tra code trên giấy .,Sadness,Enjoyment
"xem cái con cặc gì , tắt đi",Anger,Enjoyment
dume mặc_dù tao rất yêu chó nhưng tao cũng sợ chó nữa : ( (,Fear,Enjoyment
ờ công_nhận đáng sợ vãi 😭,Fear,Enjoyment
không biết người của họ hay sao mà bắt heo 2 ngày trúng 2 cái ipx,Other,Enjoyment
đm tao biết trước cả sự_việc kiểu lìn gì cũng có nhện nhảy lên màn_hình . vì mấy năm trước cũng có 1 thể_loại giống như_vậy . đm hú nhồn,Fear,Disgust
"con sâu làm rầu nồi_canh , tuyệt_đối không có chuyện ....",Disgust,Enjoyment
cần lắm những sẻ_chia . cần lắm những thấu_hiểu,Sadness,Enjoyment
ngày tao chia_tay tao khóc quá trời luôn,Sadness,Enjoyment
cho nó đỗ tí mất gì đâu,Other,Enjoyment
per bài của anh luôn nè,Other,Enjoyment
thằng này cục súc vãi,Disgust,Enjoyment
"quay quay cái lồn , thấy bị bắt_nạt thì_ra nói một câu bảo_vệ người ta , có_khi tối về lại có người nằm ôm . cứ cầm điện_thoại pin với chả không pin",Anger,Disgust
may không có ai trong nhà,Other,Enjoyment
"có gạt tàn , gạt tàn thuốc dô gạt tàn xong_xuôi còn đầu lọc vứt xuống chân ...._đéo hiểu",Disgust,Enjoyment
bà mẹ tháng cô_hồn nghèo rớt mồng_tơi mà cứ chiếu_phim tiền đâu mà coi trời oi là troi,Anger,Disgust
đến năm cuối đại_học rồi lúc nhớ lại đéo có gì :)),Sadness,Enjoyment
không biết là sống ngoài đó rồi đi ị như_thế_nào 🤔,Other,Enjoyment
ờ tao tao thông_minh thiệt đã dừng lại đúng lúc,Enjoyment,Disgust
ngày_xưa mẹ tao dạy ở miền núi . năm tao học lớp 3 lần đầu_tiên lên trường với mẹ . đaumoa mấy con ngỗng mất dạy rượt tao leo lên cây phượng cao chót_vót cả tiếng không dám xuống .,Fear,Disgust
"hồi lúc tao ăn lạp_xưởng mắc xương , nói mà cũng đéo ai tin . tao hiểu cảm_giác của mày lắm ?",Enjoyment,Disgust
sợ vãi tè ăn_độc 2 quả mọc luôn 2 cái nhọt ở mông đíu hỉu,Fear,Disgust
per thế mà cháu tôi không biết chơi 😭 😭,Sadness,Enjoyment
cho con được thay ông bán vé đi 😔,Sadness,Enjoyment
hình_như câu này quen quen_ý le tuyet nguyen nhỉ,Other,Enjoyment
"ước gì mèo nhà mình cũng có_thể về nhà như_vậy , mất ẻm được 2 năm rồi : ( ( (",Sadness,Enjoyment
"dume , phải con tao thì đéo bao_giờ chúng_mày có cơ_hội xin_lỗi luôn .",Anger,Disgust
tao đang xem cái gì vậy,Other,Enjoyment
tao đéo thấy nó hay trỗ_lào mà bọn nó cuồng_vãi,Disgust,Enjoyment
tao mà ở đây là sợ rụng trứng luôn chứ đừng nói ăn,Fear,Enjoyment
hồi xưa làm fanpage được gạ kèo 7 triệu nhưng nhất_quyết không bán . cảm_thấy quyết_định đúng_đắn nhất trong đời,Enjoyment,Disgust
dự là sắp có án_mạng xảy ra 😂,Other,Enjoyment
sao nó tìm được nhỉ 🤔,Surprise,Enjoyment
trên thì một kiểu dưới thì kiểu khác,Other,Enjoyment
ngôn_ngữ gì ngộ_nghĩnh vậy,Surprise,Enjoyment
kết_thúc phim bất_ngờ quá,Surprise,Enjoyment
trong 1 năm đó bố_mẹ ông cho ông 10 tỷ_đố là tiêu_vặt và 1 con lám_bồ để đi giao hàng,Other,Enjoyment
tao sợ ăn xong nóng đêm gãi toét chân,Fear,Enjoyment
bóng_đá thể_thao mà làm mấy cái thể_loại băng_ron khích_tướng vãi .,Disgust,Enjoyment
khi đang xây cầu mà bị rút bớt kinh_phí !,Other,Enjoyment
bài mà từng nghe khi tổn_thương lần đầu,Sadness,Enjoyment
thế_giới giờ đáng sợ quá rồi 😌 😌_tâm phải tịnh không là tiêu_nha mấy ông 😢,Fear,Disgust
"nên chọn thằng không học_bổng , vì thằng đó giàu hơn",Other,Enjoyment
vậy vài bửa trời nắng mình không mang quần nằm dưới nắng cho nó nở ra :)),Other,Enjoyment
đây người ta gọi_là . khi đại_thánh_nhập hoặc là múa lân đầu năm,Other,Enjoyment
bộ cứ thân là ở với nhau được à ? ? sai_lầm vãi,Disgust,Enjoyment
em nó phượt theo gái cả đêm,Other,Enjoyment
ừ thì là chuyện cổ_tích . cháu đang đi đường_thẳng gặp mấy chú thì phải rẽ ngang . 😢 😢,Sadness,Enjoyment
nó quan_tâm mày vì nó muốn mua_chuộc mày để tán con bạn thân của mày,Disgust,Enjoyment
có đứa nào vừa xem vừa sờ_tai mình không ? sợ vãi : <_< <,Fear,Enjoyment
về nhanh thế,Surprise,Other
buồn cô lắm,Sadness,Enjoyment
có những người chỉ cảm_thấy mình tồn_tại khi được chửi_bới .,Other,Enjoyment
em nuôi con lợn mấy năm rồi mà vẫn trống_rỗng huhu_😭 😭 😭,Sadness,Enjoyment
làm_sao tôi có_thể yêu được loài_người đây ? ? ?,Other,Enjoyment
":)))) cuộc_sống mà . ngày_càng thấy bản_thân quá nhạt và "" duyên "" : v",Sadness,Enjoyment
per mày mà bị như thế_này chắc mày phải nhảy ra ngoài vũ_trụ luôn nhỉ,Other,Enjoyment
không hiểu sao nhìu người lại thả haha nhỉ ? ?,Surprise,Enjoyment
đánh cả bố lẫn mẹ nó cho nó chừa,Other,Enjoyment
per anh có định_quát mắng em không,Other,Enjoyment
"vailon :)) học_sinh cơ , dume nó",Disgust,Enjoyment
là gì nhỉ ? ? ?,Other,Enjoyment
hóa ra chúng_ta không biết nhiều về tình_yêu như ta vẫn nghĩ 😢,Sadness,Enjoyment
dù thời_tiết nóng_bức ... nhưng ăn vải vẫn là ngon nhất,Enjoyment,Disgust
page rẻ rách đĩ mẹ tao bỏ theo_dõi súc_sinh cận_bả xã_hội dcm 18 đời nhà mày :),Anger,Disgust
😑 sao cái kết gì mà buồn vậy,Sadness,Enjoyment
"đó là 1 câu_chuyện buồn , tao không có bạn trai hix hix",Sadness,Enjoyment
chọn thằng nào có tương_lai hơn . tức có bố_mẹ giàu hơn,Other,Enjoyment
"fa lâu năm có biết 14 / 2 hay 15 / 2 là ngày gì đâu , chỉ biết là ngày đi làm về và rất mệt",Sadness,Disgust
"con yêu_nghiệt , tỏ cái vẻ đáng thương còn ăn_vạ =)))",Disgust,Enjoyment
vâng ah nên em cũng sợ quá mà : - ),Fear,Enjoyment
"nhỏ thấy qua 1 lần , nó bị cột ngay trước cửa nhà người ta ở trong hẻm , mỗi lần đi ngang qua là nó lại định_lao tới cà_khịa",Fear,Disgust
per biết không :))),Surprise,Enjoyment
"nói gì , em_trai tao cắt tóc xong là tao đè nó ra chụp hình . cảm_thấy nó cắt tóc xong là đứa nào chứ không phải em tao =)))))",Enjoyment,Disgust
tưởng mai đi họp phụ_huynh mới bị u_ám . ai_ngờ hôm_nay mới biết điểm anh 9 . 5 thôi đã u_ám rồi :),Sadness,Disgust
dăm_ba cái nồi này sao nấu ngon bằng cơm điện nhà tao được . kaka,Enjoyment,Disgust
"ước gì con về với mẹ ...._đợi mấy tháng rồi vẫn chưa thấy bóng_dáng con , mong con vẫn sống ...",Sadness,Enjoyment
per mắc dại quá mà,Disgust,Enjoyment
nó hiền_thôi chứ nó hung lại đấm cho không trượt phát lào . 🤣,Other,Enjoyment
có tất_cả các vị mày niếm được,Other,Enjoyment
per vẫn là con_mẻ . nay hàng họ to quá ; ) ) ) ),Surprise,Enjoyment
thằng nào dám đưa 9 / 10 số tiền nó có trong tay,Other,Enjoyment
con nhà mất dạy,Disgust,Enjoyment
có cái ảnh tỉ năm trước cứ đăng_đăng con cặc . đéo thấy nhàm à . nghĩ thôi thấy bất_hạnh vãi .,Anger,Disgust
nhìn thương quá ... lao_động nghiêm_túc,Enjoyment,Other
bắt được rồi cho bọn này đi chết đi để chúng_nó sốn rồi làm hại người khác,Anger,Disgust
"tôi xin nhắc lại , đây là một câu_chuyện buồn",Sadness,Enjoyment
cấm đỗ là việc của công_an,Other,Enjoyment
bó_tay luôn á,Sadness,Enjoyment
thằng điên,Disgust,Enjoyment
ly_hôn kiểu này thì không cần tới bước cuối_cùng . chỉ cần tới bước tính xem trả lại tiền mừng là tao bỏ ngay ý_định ly_hôn luôn rồi ... kkkk,Enjoyment,Disgust
"anh sau đó , không còn là anh nữa ...",Sadness,Enjoyment
bình_luận gì ông này diễn_trò ngày nào đi qua khoảng hơn bốn giờ chiều là gặp,Disgust,Enjoyment
đừng bao_giờ chơi_trò giận_dỗi với lũ con gái :)),Other,Enjoyment
nhạc ghét không hay mấy admin ạ,Disgust,Enjoyment
chuẩn luôn : 3 độc vô_tình bắt_gặp thôi_cơ mà giờ tao bị ăn_bơ rồi 😭,Sadness,Disgust
bây thấy nó vô_lý vãi lol không ?,Disgust,Enjoyment
tối nay chồng tương_lai sẽ đưa con khác đi chơi 😆_😆 😆,Sadness,Enjoyment
ewww mình chẳng giữ được gì huhu,Sadness,Enjoyment
nhìn mặt bé mèo khó ở ghê - _ -,Disgust,Enjoyment
mày xinh_thế ? tao ốm_tí đã xấu hoắc,Sadness,Enjoyment
chờ thằng kia lật mặt mãi không thấy,Other,Enjoyment
ám_ảnh đến bây_giờ 24 tuổi vẫn sợ ngỗng :))),Fear,Enjoyment
per ý_nghĩa giống phim không ? ? ?,Surprise,Enjoyment
ko nghe lời vợ mới là mấu_chốt :),Other,Enjoyment
nhưng nó cười với đứa khác không phải mày .... 💔,Sadness,Enjoyment
"tao cảnh_cáo , page mà đăng mấy video kiểu_ngôn_lù thế_này tao unlike , trả per trả cụ lầy , trả anh thai cho tao",Anger,Disgust
chuột nhìn thấy said : bố lại sợ mày quá cơ_=))),Other,Enjoyment
khi nào vụ này kết_thúc thì mình uống cf trung_nguyên trở_lại . sợ làm_giàu cho cô per lắm .,Disgust,Sadness
"nó gieo cho tao mầm hi_vọng , hi_vọng vừa chớm nở nó đạp xẹp lép_sự hi_vọng bằg sự lặng_im",Sadness,Enjoyment
thế hóa ra nguy_cơ trầm_cảm của tao cao lắm,Sadness,Enjoyment
a per ..... nhìn những hình_ảnh này ... sao em nhớ về anh quá .... 15 năm ròng_rã .. giờ anh lưu_lạc nơi đâu . 😭 😭_😭 😭,Sadness,Disgust
cho nghỉ viêc mói đúng sao goi là kỷ_luật,Surprise,Enjoyment
dm con già mà hành_xử trâu chó . đời nó sẽ gặp báo ứng,Anger,Enjoyment
gặp tao thì tao khinh,Disgust,Enjoyment
"hắt xì_mệt quá , muốn bắn , muốn làm_việc : (",Sadness,Enjoyment
nói như việt_nam . nhưng hơi láo cá chắc thầy của ônc cũng như ông,Disgust,Enjoyment
ủa rồi ra nắm xe_tải kéo ra như kéo xe đồ_chơi dị_ba,Other,Enjoyment
chuột mà làm như người vậy .. ít hôm nó gặm cả rắn cả dây thì thấy mẹ ..,Fear,Enjoyment
per là ai thế nhỉ cụ :)),Other,Enjoyment
chắc sổ_đỏ có cả vỉa_hè và đường :)),Other,Enjoyment
tận_cùng của tan_vỡ,Sadness,Enjoyment
mấy cái video của bọn này đóng hay vãi,Surprise,Enjoyment
hóa chó nhiều quá thì cũng có lúc phải hóa thành người chứ =)))),Other,Enjoyment
câu_chuyện thật cục súc :),Disgust,Enjoyment
đéo mang não ... tay lại nhanh hơn não rồi ..,Disgust,Enjoyment
gà này cho chó ăn mà . bọn mất dậy vì tiền nó giết chết dần chết mòn con nhà nghèo . địt bố bọn mắt dậy,Anger,Enjoyment
"thao_trường đổ mồ_hôi để chiến_trường đỡ đổ_máu , ý_thức từ bé đi 🙂",Other,Disgust
đi chơi còn bỏ quên cả não ấy,Disgust,Enjoyment
per còn nhớ cây nay không,Other,Enjoyment
nhìn kinh_vãi,Disgust,Enjoyment
per chiều anh bắn chưởng để em quay nhé,Other,Enjoyment
đốt cháy túi_tiền thì ở nhà cho_rồi . xem chi không biết,Anger,Enjoyment
mày ăn cái gì mà khôn_vaiz thế,Surprise,Enjoyment
phải bồi_thường thiệt_hại bị trầy_xước thân tàu . tiền sơn lại mấy toa tàu chắc cũng bộn .,Other,Disgust
rơi mất tim . nguy_hiểm thiệt_^ ^,Fear,Enjoyment
nhân_quả đến sớm lắm . đăng lên làm gì :))),Other,Enjoyment
per nhớ quá trời nhớ luôn nè,Other,Enjoyment
cuộc_sống mà mấy_ai được trọn_vẹn 😢 😢,Sadness,Enjoyment
"như mình mà trèo lên là bị phóng_điện luôn bạn nhỉ , mình cũng không hiểu được sao bọn nó không bị",Surprise,Enjoyment
bác_sĩ mất dạy,Anger,Enjoyment
thằng ben thật tội_nghiệp,Sadness,Enjoyment
"nhìn này thần_sắc thế kia thì đeo sao đâu , yên_tâm đi không được hốc hôm_nay thì hôm sau hốc lo cái đéo gì chứ",Other,Disgust
trông tội quá,Sadness,Enjoyment
quan_trọng nhất vẫn là tấm lòng 🙂,Other,Enjoyment
đúng là tốt quá lai_thành lạm_dụng 😶,Sadness,Enjoyment
per mốt đừg có thiết_kế hay xây mấy cái kiểu như dị nhé hem > <,Other,Enjoyment
