Câu văn thực tế,Nhãn thực tế,Nhãn dự đoán
đm tao biết trước cả sự việc kiểu lìn gì cũng có nhện nhảy lên màn hình . vì mấy năm trước cũng có 1 thể loại giống như vậy . đm hú nhồn,Fear,Disgust
"quay quay cái lồn , thấy bị bắt nạt thì ra nói một câu bảo vệ người ta , có khi tối về lại có người nằm ôm . cứ cầm điện thoại pin với chả không pin",Anger,Disgust
bà mẹ tháng cô hồn nghèo rớt mồng tơi mà cứ chiếu phim tiền đâu mà coi trời oi là troi,Anger,Disgust
đến năm cuối đại học rồi lúc nhớ lại đéo có gì :)),Sadness,Other
mong mai sau cũng được như ông bà,Enjoyment,Other
ngày xưa mẹ tao dạy ở miền núi . năm tao học lớp 3 lần đầu tiên lên trường với mẹ . đaumoa mấy con ngỗng mất dạy rượt tao leo lên cây phượng cao chót vót cả tiếng không dám xuống .,Fear,Sadness
tuy chưa viết hết nhưng tao người khác sẽ hiểu là viết cái gì,Enjoyment,Other
"hồi lúc tao ăn lạp xưởng mắc xương , nói mà cũng đéo ai tin . tao hiểu cảm giác của mày lắm ?",Enjoyment,Other
"xem phim mà cứ nhìn cặp chân của ổng , chân gì mà dài thường thượt . chồi ôi 1m87",Enjoyment,Surprise
tính ra con bé đó chuyên nghiệp ấy chứ,Enjoyment,Surprise
cho con được thay ông bán vé đi 😔,Sadness,Other
dự là sắp có án mạng xảy ra 😂,Other,Sadness
bắt được rồi cho bọn này đi chết đi để chúng nó sống rồi làm hại người khác,Disgust,Anger
em nó phượt theo gái cả đêm,Other,Disgust
ừ thì là chuyện cổ tích . cháu đang đi đường thẳng gặp mấy chú thì phải rẽ ngang . 😢😢,Sadness,Enjoyment
đối với thế giới này bà lão chỉ là một ai đó . nhưng đối với ông lão đó bà lão là cả thế giới 😊,Enjoyment,Sadness
ai cũng vậy thôi con rắn mình đánh nó thì nó chạy chứ làm quá thì nó cũng quay đầu lại cắn . đó là quy luật cuộc sống . đừng thấy tao im mà làm tới,Disgust,Other
tao bướng nhưng mặt đéo đến nỗi như con bé kia 🤣,Enjoyment,Other
có những người chỉ cảm thấy mình tồn tại khi được chửi bới .,Other,Sadness
làm sao tôi có thể yêu được loài người đây ???,Other,Sadness
":)))) cuộc sống mà . ngày càng thấy bản thân quá nhạt và "" duyên "" :v",Sadness,Disgust
per mày mà bị như thế này chắc mày phải nhảy ra ngoài vũ trụ luôn nhỉ,Other,Fear
không hiểu sao nhìu người lại thả haha nhỉ ??,Surprise,Enjoyment
đánh cả bố lẫn mẹ nó cho nó chừa,Other,Disgust
"vailon :)) học sinh cơ , dume nó",Disgust,Anger
dù thời tiết nóng bức ... nhưng ăn vải vẫn là ngon nhất,Enjoyment,Other
page rẻ rách đĩ mẹ tao bỏ theo dõi súc sinh cận bả xã hội dcm 18 đời nhà mày :),Anger,Disgust
"khuôn mặt ngây thơ vô số tội , trái tim nhỏ bé của tao sao chịu được ❤❤❤",Enjoyment,Sadness
"nhỏ thấy qua 1 lần , nó bị cột ngay trước cửa nhà người ta ở trong hẻm , mỗi lần đi ngang qua là nó lại định lao tới cà khịa",Fear,Other
per biết không :))),Surprise,Enjoyment
"nói gì , em trai tao cắt tóc xong là tao đè nó ra chụp hình . cảm thấy nó cắt tóc xong là đứa nào chứ không phải em tao =)))))",Enjoyment,Other
"e ấy đang khóc , nhưng vì hàm răng không thể thụt vào nên mọi người nghĩ là em đang cười :))))",Enjoyment,Other
nó hiền thôi chứ nó hung lại đấm cho không trượt phát lào . 🤣,Other,Disgust
dạo này xem video của per chán ấy không như xưa tại giờ toàn quảng cáo ấy ( ý kiến cá nhân ) 😔,Disgust,Sadness
có cái ảnh tỉ năm trước cứ đăng đăng con cặc . đéo thấy nhàm à . nghĩ thôi thấy bất hạnh vãi .,Anger,Disgust
nhìn thương quá ... lao động nghiêm túc,Enjoyment,Sadness
bó tay luôn á,Sadness,Disgust
chuẩn luôn :3 độc vô tình bắt gặp thôi cơ mà giờ tao bị ăn bơ rồi 😭,Sadness,Enjoyment
"diễn còn cứng quá à , kiểu biết rồi mà còn giả bộ bất ngờ :))",Enjoyment,Disgust
tối nay chồng tương lai sẽ đưa con khác đi chơi 😆😆😆,Sadness,Enjoyment
mày xinh thế ? tao ốm tí đã xấu hoắc,Sadness,Disgust
chờ thằng kia lật mặt mãi không thấy,Other,Sadness
per ý nghĩa giống phim không ???,Surprise,Other
nhưng nó cười với đứa khác không phải mày .... 💔,Sadness,Other
"tao cảnh cáo , page mà đăng mấy video kiểu ngôn lù thế này tao unlike , trả per trả cụ lầy , trả anh thai cho tao",Anger,Disgust
chuột nhìn thấy said : bố lại sợ mày quá cơ =))),Other,Fear
khi nào vụ này kết thúc thì mình uống cf trung nguyên trở lại . sợ làm giàu cho cô per lắm .,Disgust,Fear
thế hóa ra nguy cơ trầm cảm của tao cao lắm,Sadness,Fear
cho nghỉ viêc mói đúng sao goi là kỷ luật,Surprise,Disgust
dm con già mà hành xử trâu chó . đời nó sẽ gặp báo ứng,Anger,Disgust
ủa rồi ra nắm xe tải kéo ra như kéo xe đồ chơi dị ba,Other,Disgust
chuột mà làm như người vậy .. ít hôm nó gặm cả rắn cả dây thì thấy mẹ ..,Fear,Disgust
mấy cái video của bọn này đóng hay vãi,Surprise,Enjoyment
đốt cháy túi tiền thì ở nhà cho rồi . xem chi không biết,Anger,Disgust
😑 con trai chỉ thích gái lùn thôi . tao biết mà . nhưng cô gái cao như tao đi cạnh sẽ giống 2 thằng đàn ông lắm,Disgust,Enjoyment
mày ăn cái gì mà khôn vaiz thế,Surprise,Disgust
phải bồi thường thiệt hại bị trầy xước thân tàu . tiền sơn lại mấy toa tàu chắc cũng bộn .,Other,Sadness
nhân quả đến sớm lắm . đăng lên làm gì :))),Other,Disgust
per nhớ quá trời nhớ luôn nè,Other,Enjoyment
bác sĩ mất dạy,Anger,Disgust
quan trọng nhất vẫn là tấm lòng 🙂,Other,Enjoyment
một con cá chép đang bơi trong hồ mà đã tính chuyện đánh bại những con rồng vẫy vùng 5 châu !,Disgust,Other
đúng là tốt quá lai thành lạm dụng 😶,Sadness,Disgust
"ngày xưa thầy dạy toán tao còn đấm thụi thụi thằng ngỗ ngược trong lớp đấy thôi , cả lớp cười ầm . giờ mạng xã hội phát triển , quan trọng hoá vấn đề , cái nhỏ đưa lên mạng là thành cái to",Disgust,Enjoyment
per mốt đừg có thiết kế hay xây mấy cái kiểu như dị nhé hem ><,Other,Disgust
per bảo này mày không được đi chơi đêm nhé,Other,Fear
vừa đi về ?? mưa sấp mặt,Disgust,Sadness
nói tới thì lại dỗi bỏ được mấy đồng ra rồi bày ra như chuồng lợn í thức đéo khác gì con lợn .,Anger,Disgust
nói chuyện như người yêu ??,Enjoyment,Other
mày ăn cứt hay sao ngu thế hả,Anger,Disgust
"cái khó ló cái khôn , yên tâm",Other,Enjoyment
nếu địa phương không xây cầu thì người dân cũng có thể tự làm cầu cây mà . phóng lỡ hụt chân thì xác định nát người .,Fear,Sadness
quê ở huyện kế bên mà chưa 1 lần đi =)))),Enjoyment,Sadness
công tình yêu làm ăn kiểu lồn gì vậy .,Anger,Disgust
cố gắng lên cụ nhé !!❤,Other,Enjoyment
1 lần thôi cũng đủ xao xuyến anh rồi,Enjoyment,Sadness
hình thức này .. là chúng nó đang huỷ hoại mầm mống tương lai của đất nước đấy,Disgust,Anger
vậy cũng được luôn hả ? 😄,Surprise,Enjoyment
đẹp không,Other,Enjoyment
hậu duệ mặt trời đấy chứ đùa đâu nhá 😗😗,Other,Enjoyment
"cây hoa sữa thì nói cây hoa sữa đi , tình yêu tình báo gì ra ngửi mùi chắc mất mẹ tình yêu luôn",Disgust,Anger
dăm ba cái trò nấu cơm này sao làm khó tao .,Enjoyment,Other
per tôi có 1 thằng bạn lúc nào cũng chỉ lo dìm hàng chiều cao của tôi thôi .,Disgust,Sadness
"ôi những con người dễ bị ám ảnh với quá khứ , ôm nhau cái nào",Enjoyment,Sadness
per nhìn nó gớm những vẫn khoái coi . thú vui biến thái dễ sợ,Enjoyment,Disgust
làm người khác thỏa mãn bằng mùi hương của chính bản thân,Enjoyment,Other
"xã hội thật phức tợp , huhu . không muốn sống chung loài người nữa , tao về núi đây",Fear,Sadness
ghét vãi nồi,Anger,Disgust
"quê tao mà , tao nhìn 1 cái là biết ngay",Other,Enjoyment
per trình mày vẫn còn thấp chán =)),Other,Disgust
chưa bao giờ b đến đích là gì cả,Sadness,Other
đi viện thôi mà có cần phải đẹp vậy không,Surprise,Disgust
"giơ cao đánh khẽ , cảnh cáo cho có lệ",Anger,Disgust
dume đáng yêu vãi để tao vào chăm mày,Other,Enjoyment
"cái lò huyền thoại nè per , lúc mình ở chung đó",Enjoyment,Other
tao đang chờ xem bà ấy được nghe nhạc ý mà hết video 🤣,Enjoyment,Sadness
chuyện buồn quá chúng mày à . tao không dám đọc sợ làm quyết tâm có người yêu của tao lung lay 🙄,Fear,Sadness
uầy . ngọt thế ??????,Enjoyment,Surprise
sau này mình có được như vầy không nhỉ 😊,Other,Enjoyment
1 bạt tai 2 đạp chứ ở đó bướng,Anger,Disgust
thực ra chỉ cần nhập đúng input là được thôi mà :d,Enjoyment,Other
chính những người như thế họ rất cẩn trọng khi bật xi nhan đấy,Fear,Other
mệt vãi .. mà cừời cũng vãi ??????,Enjoyment,Sadness
chuyện nhà người ta mà cứ thích bới cả lên 😅😅😅,Disgust,Sadness
per nên mày hãy yên tâm về mấy con nhện nhé :))),Enjoyment,Other
vì yêu người khác nên biết là ngu nhưng vẫn làm :(,Sadness,Disgust
đây là hình ảnh của boss trước khi có vợ và sau khi có vợ là một tr một vực,Other,Enjoyment
chắc mình là thánh nguy hiểm,Enjoyment,Fear
thế con lồn chủ nhiệm kia đéo có trách nhiệm gì nữa à :/ giáo viên mà sao nghĩ ngắn thế ?,Anger,Disgust
coi mà hồi hộp vãi 😂😂😂... nghỉ tới khúc nó nhảy trượt rớt xún chắc bó chửi banh nóc ... v,Enjoyment,Fear
câu chuyện mọc sừng được bắt nguồn từ đó 😀,Enjoyment,Other
rồi mấy đứa chân không được dài như tao phóng qua kiểu gì :),Sadness,Other
"từ nhỏ đến lớn chỉ nghe được câu mày béo thế , mày nên giảm cân đi chứ không ai nói rằng mày gầy lắm ăn nhiều lên 😆😆",Disgust,Other
quả dạ vâng kia ngọt vãi ngọt . đéo bù khách của tao toàn được,Disgust,Enjoyment
vài chục năm trôi qua mà vẫn chưa đủ tiền mua cái xe máy à,Surprise,Sadness
có đủ mọi gia vị :< em thấy vị đắng của sự chua sót quá nhiều :),Sadness,Other
để 1 ngày là khó chịu rồi,Anger,Disgust
hẹn gặp lại ngày vào một ngày không xa chúc ngài thượng lộ bình an,Other,Enjoyment
đi làm quán nước mà mỗi cái bịch nay long đựng ống hút nó cũng xé nhỏ ra rồi để bay tứ tung đi quét đã muốn lòi lồn,Sadness,Disgust
"đã gọi là "" mật "" mà nó lại công khai cho mày xem àk",Disgust,Surprise
"moá ơi , lợn mặt trăng 😂😂😂",Surprise,Disgust
cảm thấy sợ mấy thứ suy nghĩ cổ hủ của người lớn :(,Sadness,Fear
muộn rồi :))),Sadness,Other
"per đoạn thằng kia tán trái sầu riêng , không trượt phát nào 🤣🤣",Enjoyment,Other
per nhớ lần mua mộc ra bờ sông ghê . đã thế còn làm li đặc biệt . dm,Other,Enjoyment
"này thì cắt đức quan hệ , toàn thể hiện , dume nó",Disgust,Anger
"đặt mình vào vị trí của nhau , biết lo lắng suy nghĩ san sẻ cho nhau vậy là đủ rồi . có quá khó không ?",Sadness,Enjoyment
quá đáng !,Anger,Disgust
ơ ̉ viê ̣ tao nam sao được như vâ ̣ y,Other,Surprise
"ko phải con mình , mà xem còn thấy đau như vậy huống gì người trong cuộc . thật là phẫn nộ mà . cơ quan chức năng làm việc quá chậm trễ , đến giờ mà vẫn chưa tìm ra người chịu trách nhiệm . 😠😠😠😠😠😠",Anger,Sadness
"tháng 10 đến rồi , nghe bài này quá chuẩn",Other,Enjoyment
"chân ngắn như tao thêm combo mập nữa thì tao đéo nhaỷ đâu , tao thả mình trôi sông luôn cho lẹ 🙄",Disgust,Other
"rãnh vãi , kiếm cái gì làm đi",Disgust,Other
đéo mẹ . nhìn nổi da gà ..,Disgust,Anger
t coi đi coi lại mấy lần để xác định con nhện nó phóng qua tới cái điện thoại hay là nghệ thuật )))),Other,Enjoyment
ôi đất nước tôi ... hở ra là bàn thờ bát nhang 😳😳😳,Disgust,Enjoyment
đục khoét tuổi thơ vãi ;))),Other,Disgust
"nhìn cảnh 2 bố con hôn từ biệt , em bé cũng rướn mặt theo hôn bố mà chảy nước mắt , em bé như thế chắc không biết diễn , đúng là cảnh đẹp quá",Sadness,Enjoyment
nhiều khi làm ks gặp khách hai lúa mệt vê ca lờ . ks không cho mang đồ sống đồ hải sản lên phòng . tụi nó giấu trong balo mang lên tới khi lên dọn nhìn cái phòng muốn mửa,Disgust,Anger
per khi ế nhưng vẫn phải giương mắt nhìn bọn nó ân ái,Sadness,Enjoyment
"thế đường không cấm đỗ , bạn lấy quyền gì không cho người ta đỗ vậy",Anger,Disgust
per trước cái thời ở trọ nè anh,Other,Enjoyment
thanh niên phượt rách dép =))),Other,Disgust
"per :))) tuy anh hay bắt nạt , giấu đồ và ăn bòn đồ ăn của em nhưng nếu thiếu anh thì công việc sẽ trở nên căng thẳng phết đó 😭",Sadness,Fear
ko nên vì tất cả do người lớn sắp đặt cả không nên cho lớp trẻ mất newnf móng,Other,Disgust
"nhìn là biết cái quả này fa lâu lắm rồi này , cũng may chưa đóng 🕸🕸🕸😂",Disgust,Enjoyment
và thế những thanh niên ô dâm vào bình luận về cô giáo mình như đúng rồi . nhân cách mất mẹ nó rồi,Disgust,Anger
nốt hôm nay thui . thui không ngĩ đến và bắt đầu từ bỏ 1 thói quen,Sadness,Other
riêng đéo gì tối nay mà khóc với lóc,Anger,Sadness
muối nhà mày mua chỗ khác rồi hay s thiếu mặn z :)),Disgust,Other
do cái áo . mặc giống nhau làm đíuu gì,Anger,Other
nên cho người xử sai ngồi tù như người ta xem sao ....,Anger,Other
"mẹ kể hồi nhỏ nuôi con ngỗng thay chó canh nhà . ăn trộm mà vào thì chạy đằng trời với nó , cả bầy lao ra quạt với táp , khi gia đình vác gậy chạy ra thì thằng ăn trộm nó ôm cây trên tít cành cao , áo quần tóc tai lủng máu me tè le . gia đình phải cứu ăn trộm má mấy mẻ còn không tha , 2 3 con vẫn dí nhảy hàng rào dí theo ăn trộm . phải nói dí bao dai mà cục súc vê lờ .",Enjoyment,Anger
ko còn tính người nữa rồi,Disgust,Sadness
"per đó là lý do tại sao em luôn nói với anh , có gì cũng phải nói ra",Fear,Other
uổng phí công sức bao người !,Anger,Sadness
khi nào có người mang trầu cau sang hỏi cưới thì tao kết hôn . hỏi thừa thế 😒,Disgust,Other
rất biết cách ngồi đấy nhỉ ????,Other,Surprise
quán tao vỡ sụp xuống hơn mưa,Other,Sadness
con gái hay ảo tưởng như vậy lắm 😌,Sadness,Disgust
nhìn stt đồng cảm khủng khiếp .,Sadness,Enjoyment
sao đúng bài mày kết vậy 🙁🙁🙁,Other,Surprise
per chị rep khách hàng thế ấy hả 😞 bị bóc phốt rồi,Sadness,Surprise
"per tìm tao con nhện này , con này lãng mạn coá",Other,Enjoyment
nhiê ̀ u biê ́ n đô ̣ người kha ́ thu ́ vi ̣ =)),Enjoyment,Other
per đọc nhầm con nhện thành con gián :)) thật khó hiểu,Other,Surprise
per biết phân biệt phải trái không vậy ??? và có biết đỗ như thế nào là đúng luật không ???,Anger,Other
cũng muốn có những hành động đáng yêu nv,Other,Enjoyment
mẹ nó cái trang nhổn làm . bố mới thay kính cường lực hôm qua mà bể rồi . mẹ chúng mày,Anger,Disgust
"phàm việc quan trọng trong thiên hạ , cứ về hỏi vợ , vợ nói sao cứ làm ngược lại chắc chắc sẽ đúng !",Enjoyment,Other
giỏi thiệt . nể . giọng ở tao khó z mà ông này nói được giỏi 😁,Surprise,Enjoyment
thế là hết những gì đẹp nhất của nước pháp sao không phun nước cứ để cháy rần rật nhỉ,Sadness,Enjoyment
quảng cáo đéo gì tao thấy đáng sợ vãi .,Anger,Fear
tao thì nói xong lại thấy người ta không hứng thú thì lại lượn,Sadness,Other
bá đạo vậy chơi sao lại 🤣,Fear,Surprise
cô ấy còn không thèm coi tin nhắn của tao :((,Disgust,Sadness
"haha con hãm bán nước hoa fake mà kêu real , bị tao vạch mặt rồi block tao",Other,Disgust
nhìn mặt ông thầy cay lắm :)),Enjoyment,Disgust
nhiều khi chỉ ước gì mấy đứa bá dơ này có thể chết thay cho chị nữ sinh giao gà thì hay biết mấy ...,Other,Disgust
per con người dù có bị trừ hết điểm cũng chạ thèm quan tâm ạ 🙂,Disgust,Other
per theo vợ nghĩ nếu là chồng thì chắc con đó dù là giả cũng sẽ lên nồi,Enjoyment,Other
per hồi đó mua điểm đại học nè 😂😂😂,Enjoyment,Other
"con người hay con vật nó còn biết suy nghĩ , đây là loại gì",Disgust,Other
ngon xuống đây nói chuyện tử tế với bố như 2 con chó xem,Anger,Disgust
đời tao ghét con súc sinh này vãi .. nhiều khi tao tự vấn tao làm gì sai mà mỗi lần tao đi qua nó là y như rằng tao phải chạy như chó chứ không thể nào hiên ngang đi 1 cách như người bình thường,Disgust,Fear
trong luâ ̣ tao co ́ khung hi ̀ nh pha ̣ tao bă ́ n không . ghê tơ ̉ mày con qua ́ i na ̀ y qua ́,Disgust,Sadness
người ta có bạn bè nhìn vui thật,Sadness,Enjoyment
"cái công ty thực phẩm cung cấp cho các trường mầm non thật quá độc ác . vì lợi ích cá nhân mà ảnh hưởng khủng khiếp tới các em . quá dã man . các người gây nên hoạ thì mai này đời con đời cháu sẽ phải gánh nghiệp đó thôi . gieo nhân nào gặt quả ấy , đừng tưởng bây giờ sống nhé nhỉ thế là không sao . đời còn dài lắm",Other,Anger
per khi bạn đang feed mạng nhưng chị bạn lại bật hongkong1 :))))))),Other,Enjoyment
yêu nghề chuẩn mẹ rồi,Enjoyment,Other
khi nào phường có chế độ phát chồng khi mang thân đến đăng kí kết hôn tự nguyện 😊,Enjoyment,Other
"suốt ngày trật ray , còn hay không sự phù hợp hệ thống ray - tàu với hệ thống đường sắt vn",Fear,Disgust
coi mần cái mặt kìa trời 🤣,Other,Anger
tình hình này tháng sau cũng đi tập gym mất,Other,Sadness
thề địt mẹ ngay đoạn hay cái lên nhạc + cast muốn đập điện thoại vãi :),Anger,Disgust
"cái này mà đơn giản ? chị à , là chị nghĩ đơn giản thôi =]]]]",Disgust,Enjoyment
nhớ cái váy với bộ tóc chấm bi đen trắng của anh huy ghê,Other,Enjoyment
thân gửi mấy má bán combo quà độn xốp với mấy cha có ý định tặng 😂😂,Disgust,Enjoyment
"ng nhật giỏi ở chỗ đó ., đây không phải là sự phiền hà mà là một cơ hội .",Enjoyment,Other
"có người cả đời ăn không hết lại có người thiếu ăn , thiếu mặc nhìn chán đời vãi",Sadness,Disgust
"phàm là việc đại sự trong thiên hạ , cứ về hỏi vợ . vợ bảo sao thì làm ngược lại . ắt thành công !!!",Other,Enjoyment
mẹ đang buồn ỉa mà trên đường về gặp mớ gờ giảm tốc kia thì phọt bà ra quần 😨,Fear,Sadness
mấy bạn nữ kêu cái mẹ gì vậy,Disgust,Other
nói gì thì tụi bây cũng không tin đâu ..😌😌,Sadness,Other
per khóc quá trời rủ họp lớp đéo thấy đâu,Disgust,Sadness
nghĩ cũng tội mà thôi cũng kệ,Other,Sadness
mình còn để ảnh bạn ấy trong thẻ học sinh xong bị thấy cơ,Enjoyment,Other
ơ thế hoá ra tao không bị ngu một mình ?,Sadness,Surprise
"ho ̣ c ha ̀ nh tra ̉ thâ ̀ y cô hê ́ tao , ba ̀ đo ́ thi ̀ con cặc trư ́ người nư ̃ anh đâu ma ̀ thai vơ ́ i sư ̀ người",Disgust,Anger
đang thất tình mà dume cứ bắt đi bán xoài @@,Sadness,Fear
xém lại lên báo vụ bác sĩ bị người nhà bệnh nhân hành hung cho đến chết 😌😌😌😌😌,Disgust,Sadness
