Câu văn thực tế,Nhãn thực tế,Nhãn dự đoán
"tao cũng vậy , mấy cái thiệp chúc noel thời cấp 2 trẻ trâu của lũ bạn vẫn còn nguyên xi",Other,Enjoyment
"hai thằng đó sẽ .. nhau , cô về nhà nằm mơ típ đi cô bé",Disgust,Other
tôi đập cho toè cái mỏ lun nha,Anger,Other
có thì tốt nhất đừng có giận vì ngoài kia bất cứ thằng nào cũng sẵn sàng dỗ dành bạn gái của bạn 😋,Fear,Other
mày cứ đái ra võng là lần sau vợ mày sẽ rút kinh nghiệm,Disgust,Other
mèo người ta đi lạc về nó còn nhớ chủ chủ còn được đụng nó còn mèo nhà tao đi tán trai có mấy tháng về nhà thấy chủ như thấy ma 😌😌,Sadness,Fear
nghe tiếng ăn tợp tợp ám ảnh quá,Disgust,Fear
sao lại bất công thế,Sadness,Surprise
tao thề . nhìn bạn ấy xong tao muốn rụng mấy quả trứng luôn 😓,Fear,Enjoyment
"việc của ông vũ giờ là mua nhiều thật nhiều cigar và lên chùa xây cái am trung nguyên thiền định tiếp đi qua ơi , qua quậy quá rồi để cho vợ và 4 con tiếp quản được rồi qua ơi .",Disgust,Other
"thôi xong , biết thế tém tém lại .",Fear,Anger
"thì bác cứ tranh luận đi , bác nói đúng thì mình cũng chả nói gì , còn mình thấy cái kiểu cậy nhà mặt đường nhưng tư tưởng nhắn tin kia thì kiểu gì cũng có ngày sấp mặt .",Anger,Disgust
không biết có ai ở trong ngôi nhà không,Fear,Other
sao mình gặp toàn thằng mất dạy hay bắt nạt mình nhỉ ? tuổi thơ bất hạnh :),Sadness,Disgust
và đó đéo phải là tao =))),Sadness,Anger
"giỏi quá ta , cố gắng phát huy nha",Surprise,Enjoyment
bọn rải đinh nó đéo biết xe đi nhanh mà bị xì lốp thì như thế nào ??? 😣😣😣 não lol,Disgust,Anger
"cũng tùy , đôi khi không cần vật chất mà chỉ cần động viên , san sẽ những khi con mình vấp ngã hay khó khăn trong cuộc sống thì ...",Sadness,Other
bọn yêu nhau tưởng thế là hay,Disgust,Enjoyment
phận làm trai nào sung sướng gì 😂,Sadness,Enjoyment
crush đéo bị thịt nhé :d nó cũng ế vãi vì tội chảnh chóa,Anger,Disgust
hôm qua tao xem xong ngất xỉu tới giờ mới tĩnh chúng mày ạ 😌😌😌,Sadness,Enjoyment
per hèn gì thấy ngày nào anh cũng đi tập 😂😂😂,Other,Enjoyment
quả cr7 mà kill đéo gì nhỉ,Disgust,Other
phải biết thiên thời địa lợi nhân hòa 😐😐,Other,Enjoyment
"ngày xưa toàn ăn cơm với nước mắt , ngày trước giận bố lắm , nhưng giờ mới cảm ơn bố vì như thế mới có mình ngày nay",Enjoyment,Sadness
loài vật đang dần dần có trí khôn và hành động như một con người còn một số người thì đang tiến hóa ngược :v,Disgust,Other
"kệ mẹ tao , tao thích nuôi chó thôi okeeee nó đéo bao giờ kêu tao bướng",Anger,Enjoyment
xin chúa thương xót chúng con,Other,Sadness
đọc thôi cũng mệt,Disgust,Sadness
tiên sư bố nhà mày . tao chịu hết nổi rồi nhé 🤤,Anger,Fear
"đọc bình luận không thấy ai khen cute dễ thương đáng yêu này nọ nữa nhỉ :))))) một ngày đẹp trời bạn ra ngõ đứng hít không khí , con mèo sẽ kệ mẹ bạn , con chó vẫn sẽ đi đái bậy , nhưng con một lằn này thì đéo , nó phi con mẹ nó ra dí chạy như một con điên",Anger,Enjoyment
một đứa sợ sấm chớp không thích hình ảnh này huhu,Fear,Sadness
chơi vậy ai chơi,Disgust,Other
ngày bé nấu hoài không chín . tức rủ mấy đứa ra đốt cả đống rơm nhà hàng xóm,Enjoyment,Fear
cũng chỉ vì việt nam nuôi một lũ kỹ sư . tiến sĩ phá hoại mới làm thiệt hại kinh tế nhiều vô kể chúng nó sài toàn bằng tại trức thì biết con mẹ gì mà đưa cây cao su ra bắc trồng khác gì đưa cây dừa ở trong nam ra bắc trồng . một lũ bò,Anger,Disgust
loài dê phải gọi ông này bằng cụ,Other,Disgust
"người đàn ông ốm đau nói với vợ mình :” ở lại với anh ” rồi cầm tay bà . đó là tình yêu , vỏn vẹn 20 năm ngắn ngủi . tình yêu bố dành cho mẹ",Enjoyment,Sadness
"per lại nữa , tao dg suy nghĩ có nên đi bằng rap về không",Sadness,Other
cũng đỡ tắc hơn 1 tí,Enjoyment,Other
chời ơi mới chụp răng 2 bữa trước về không ngủ được tới nay luôn,Sadness,Enjoyment
hãy tôn trọng quyền được mưu cầu hạnh phúc của mỗi cá nhân con người trên thế giới này đi . đừng kì thị họ ! tội lỗi lắm 🙂,Other,Sadness
tao ho rụng hết tóc rồi 😭,Sadness,Fear
con nhà người ta kbh làm bố mẹ mình thất vọng 😪,Other,Enjoyment
đau ruột với thằng số 9 🤣🤣🤣,Enjoyment,Sadness
không biết người của họ hay sao mà bắt heo 2 ngày trúng 2 cái ipx,Other,Fear
cũng thơm mà . kì thị quá à .,Enjoyment,Disgust
đm tao biết trước cả sự việc kiểu lìn gì cũng có nhện nhảy lên màn hình . vì mấy năm trước cũng có 1 thể loại giống như vậy . đm hú nhồn,Fear,Disgust
"con sâu làm rầu nồi canh , tuyệt đối không có chuyện ....",Disgust,Other
cần lắm những sẻ chia . cần lắm những thấu hiểu,Sadness,Enjoyment
"quay quay cái lồn , thấy bị bắt nạt thì ra nói một câu bảo vệ người ta , có khi tối về lại có người nằm ôm . cứ cầm điện thoại pin với chả không pin",Anger,Disgust
bà mẹ tháng cô hồn nghèo rớt mồng tơi mà cứ chiếu phim tiền đâu mà coi trời oi là troi,Anger,Disgust
không biết là sống ngoài đó rồi đi ị như thế nào 🤔,Other,Sadness
mong mai sau cũng được như ông bà,Enjoyment,Other
tuy chưa viết hết nhưng tao người khác sẽ hiểu là viết cái gì,Enjoyment,Other
"hồi lúc tao ăn lạp xưởng mắc xương , nói mà cũng đéo ai tin . tao hiểu cảm giác của mày lắm ?",Enjoyment,Sadness
tính ra con bé đó chuyên nghiệp ấy chứ,Enjoyment,Other
cho con được thay ông bán vé đi 😔,Sadness,Enjoyment
hình như câu này quen quen ý le tuyet nguyen nhỉ,Other,Enjoyment
bắt được rồi cho bọn này đi chết đi để chúng nó sống rồi làm hại người khác,Disgust,Anger
bộ cứ thân là ở với nhau đuợc à ?? sai lầm vãi,Disgust,Other
em nó phượt theo gái cả đêm,Other,Disgust
ừ thì là chuyện cổ tích . cháu đang đi đường thẳng gặp mấy chú thì phải rẽ ngang . 😢😢,Sadness,Other
per không lấy được vợ thì có thể đi tâp gym đêt lấy chồng 😁😁,Enjoyment,Other
đối với thế giới này bà lão chỉ là một ai đó . nhưng đối với ông lão đó bà lão là cả thế giới 😊,Enjoyment,Other
ai cũng vậy thôi con rắn mình đánh nó thì nó chạy chứ làm quá thì nó cũng quay đầu lại cắn . đó là quy luật cuộc sống . đừng thấy tao im mà làm tới,Disgust,Other
tao bướng nhưng mặt đéo đến nỗi như con bé kia 🤣,Enjoyment,Disgust
có những người chỉ cảm thấy mình tồn tại khi được chửi bới .,Other,Sadness
":)))) cuộc sống mà . ngày càng thấy bản thân quá nhạt và "" duyên "" :v",Sadness,Disgust
per mày mà bị như thế này chắc mày phải nhảy ra ngoài vũ trụ luôn nhỉ,Other,Surprise
không hiểu sao nhìu người lại thả haha nhỉ ??,Surprise,Enjoyment
đánh cả bố lẫn mẹ nó cho nó chừa,Other,Disgust
con bé xinh thế ??,Enjoyment,Surprise
hoá ra chúng ta không biết nhiều về tình yêu như ta vẫn nghĩ 😢,Sadness,Other
page rẻ rách đĩ mẹ tao bỏ theo dõi súc sinh cận bả xã hội dcm 18 đời nhà mày :),Anger,Disgust
"khuôn mặt ngây thơ vô số tội , trái tim nhỏ bé của tao sao chịu được ❤❤❤",Enjoyment,Sadness
"con yêu nghiệt , tỏ cái vẻ đáng thương còn ăn vạ =)))",Disgust,Enjoyment
"nhỏ thấy qua 1 lần , nó bị cột ngay trước cửa nhà người ta ở trong hẻm , mỗi lần đi ngang qua là nó lại định lao tới cà khịa",Fear,Disgust
per biết không :))),Surprise,Enjoyment
tưởng mai đi họp phụ huynh mới bị u ám . ai ngờ hôm nay mới biết điểm anh 9 . 5 thôi đã u ám rồi :),Sadness,Fear
nó hiền thôi chứ nó hung lại đấm cho không trượt phát lào . 🤣,Other,Disgust
dạo này xem video của per chán ấy không như xưa tại giờ toàn quảng cáo ấy ( ý kiến cá nhân ) 😔,Disgust,Sadness
per vẫn là con mẻ . nay hàng họ to quá ;)))),Surprise,Other
thằng nào dám đưa 9 / 10 số tiền nó có trong tay,Other,Disgust
ý là giọng quê tao đó hã,Enjoyment,Other
tuyển ngay về làm nghiên cứu viên cao cấp cho các hãng khóa :d,Enjoyment,Other
còn mềnh thì ra quán mua bim bim đều chỉ để nhì em mà cười,Enjoyment,Other
bó tay luôn á,Sadness,Disgust
bình luận gì ông này diễn trò ngày nào đi qua khoảng hơn bốn giờ chiều là gặp,Disgust,Other
"kỳ nghỉ hè muộn của anh mà , xõa hết đi anh .",Enjoyment,Other
chuẩn luôn :3 độc vô tình bắt gặp thôi cơ mà giờ tao bị ăn bơ rồi 😭,Sadness,Enjoyment
"diễn còn cứng quá à , kiểu biết rồi mà còn giả bộ bất ngờ :))",Enjoyment,Disgust
tối nay chồng tương lai sẽ đưa con khác đi chơi 😆😆😆,Sadness,Other
mày xinh thế ? tao ốm tí đã xấu hoắc,Sadness,Disgust
per ý nghĩa giống phim không ???,Surprise,Enjoyment
nhưng nó cười với đứa khác không phải mày .... 💔,Sadness,Other
chuột nhìn thấy said : bố lại sợ mày quá cơ =))),Other,Fear
khi nào vụ này kết thúc thì mình uống cf trung nguyên trở lại . sợ làm giàu cho cô per lắm .,Disgust,Sadness
cho nghỉ viêc mói đúng sao goi là kỷ luật,Surprise,Other
giờ tao mới nhớ tao đã từng :)),Enjoyment,Sadness
ủa rồi ra nắm xe tải kéo ra như kéo xe đồ chơi dị ba,Other,Enjoyment
mấy cái video của bọn này đóng hay vãi,Surprise,Enjoyment
hóa chó nhiều quá thì cũng có lúc phải hóa thành người chứ =)))),Other,Enjoyment
đéo mang não ... tay lại nhanh hơn não rồi ..,Disgust,Fear
"thao trường đổ mồ hôi để chiến trường đỡ đổ máu , ý thức từ bé đi 🙂",Other,Enjoyment
đi chơi còn bỏ quên cả não ấy,Disgust,Sadness
đốt cháy túi tiền thì ở nhà cho rồi . xem chi không biết,Anger,Other
😑 con trai chỉ thích gái lùn thôi . tao biết mà . nhưng cô gái cao như tao đi cạnh sẽ giống 2 thằng đàn ông lắm,Disgust,Enjoyment
mày ăn cái gì mà khôn vaiz thế,Surprise,Disgust
"thế đàn ông có thường gục ngã trước một đứa con gái xấu không ? vậy nên đó là chuyện thường tình , đàn ông mê sắc đàn bà mê tiền , mỗi giới một đam mê , đó là công bằng , khi nào mày yêu một con xấu đi rồi hãy nói đạo lol",Disgust,Other
nhân quả đến sớm lắm . đăng lên làm gì :))),Other,Disgust
per nhớ quá trời nhớ luôn nè,Other,Enjoyment
"như mình mà trèo lên là bị phóng điện luôn bạn nhỉ , mình cũng không hiểu được sao bọn nó không bị",Surprise,Other
bác sĩ mất dạy,Anger,Disgust
"nhìn này thần sắc thế kia thì đeo sao đâu , yên tâm đi không được hốc hôm nay thì hôm sau hốc lo cái đéo gì chứ",Other,Disgust
quan trọng nhất vẫn là tấm lòng 🙂,Other,Enjoyment
một con cá chép đang bơi trong hồ mà đã tính chuyện đánh bại những con rồng vẫy vùng 5 châu !,Disgust,Other
đúng là tốt quá lai thành lạm dụng 😶,Sadness,Enjoyment
per mốt đừg có thiết kế hay xây mấy cái kiểu như dị nhé hem ><,Other,Disgust
per bảo này mày không được đi chơi đêm nhé,Other,Disgust
khi nào tao thấy thích . mà thích rồi chưa có người thích cùng .,Sadness,Other
vừa đi về ?? mưa sấp mặt,Disgust,Sadness
nói tới thì lại dỗi bỏ được mấy đồng ra rồi bày ra như chuồng lợn í thức đéo khác gì con lợn .,Anger,Disgust
nói chuyện như người yêu ??,Enjoyment,Other
mày ăn cứt hay sao ngu thế hả,Anger,Disgust
nếu địa phương không xây cầu thì người dân cũng có thể tự làm cầu cây mà . phóng lỡ hụt chân thì xác định nát người .,Fear,Disgust
quê ở huyện kế bên mà chưa 1 lần đi =)))),Enjoyment,Sadness
bố mẹ là những người yêu ta vô điều kiện ...,Other,Sadness
công tình yêu làm ăn kiểu lồn gì vậy .,Anger,Disgust
cố gắng lên cụ nhé !!❤,Other,Enjoyment
1 lần thôi cũng đủ xao xuyến anh rồi,Enjoyment,Sadness
hình thức này .. là chúng nó đang huỷ hoại mầm mống tương lai của đất nước đấy,Disgust,Other
rồi các em cũng ăn cứt thôi :)),Disgust,Other
đẹp không,Other,Surprise
hậu duệ mặt trời đấy chứ đùa đâu nhá 😗😗,Other,Enjoyment
"cây hoa sữa thì nói cây hoa sữa đi , tình yêu tình báo gì ra ngửi mùi chắc mất mẹ tình yêu luôn",Disgust,Other
tao thề từ giờ đến cuối năm mà tao không lấy được vợ thì tao quyết định sag năm lấy 😊,Enjoyment,Other
dăm ba cái trò nấu cơm này sao làm khó tao .,Enjoyment,Disgust
per tôi có 1 thằng bạn lúc nào cũng chỉ lo dìm hàng chiều cao của tôi thôi .,Disgust,Other
"ôi những con người dễ bị ám ảnh với quá khứ , ôm nhau cái nào",Enjoyment,Other
per nhìn nó gớm những vẫn khoái coi . thú vui biến thái dễ sợ,Enjoyment,Disgust
làm người khác thỏa mãn bằng mùi hương của chính bản thân,Enjoyment,Other
dm . nó xấu cả tính lẫn nết bố đẻ . nó còn không chịu . được thằng nào bốc nó đi cái,Disgust,Anger
mỗi lần bạn trai đi cắt tóc tao đều cảm thấy an tâm mấy phần,Enjoyment,Other
"xã hội thật phức tợp , huhu . không muốn sống chung loài người nữa , tao về núi đây",Fear,Sadness
ghét vãi nồi,Anger,Disgust
per trình mày vẫn còn thấp chán =)),Other,Disgust
chưa bao giờ b đến đích là gì cả,Sadness,Other
bao năm giải phóng như thế này phải không anh,Other,Enjoyment
hơi bị nhanh trí :)),Enjoyment,Other
đi viện thôi mà có cần phải đẹp vậy không,Surprise,Other
"giơ cao đánh khẽ , cảnh cáo cho có lệ",Anger,Other
dume đáng yêu vãi để tao vào chăm mày,Other,Enjoyment
"cái lò huyền thoại nè per , lúc mình ở chung đó",Enjoyment,Surprise
tao đang chờ xem bà ấy được nghe nhạc ý mà hết video 🤣,Enjoyment,Sadness
chuyện buồn quá chúng mày à . tao không dám đọc sợ làm quyết tâm có người yêu của tao lung lay 🙄,Fear,Sadness
1 bạt tai 2 đạp chứ ở đó bướng,Anger,Disgust
thực ra chỉ cần nhập đúng input là được thôi mà :d,Enjoyment,Other
chính những người như thế họ rất cẩn trọng khi bật xi nhan đấy,Fear,Other
mệt vãi .. mà cừời cũng vãi ??????,Enjoyment,Sadness
không biết phải mình lúa không . chứ mỗi lần đi du lịch trước khi trả phòng là mình phải dọn sạch sẽ . cứ nghĩ nhận phòng sao thì trả phòng vậy . bị anh chồng la hoài là vậy,Sadness,Disgust
đây là hình ảnh của boss trước khi có vợ và sau khi có vợ là một tr một vực,Other,Sadness
"đừng so nó với chó ., vì chó nhà tao cũng từng bị nó cắn rồi 🤧. nó đéo ' sợ bố con thằng nào cả .",Anger,Fear
chắc mình là thánh nguy hiểm,Enjoyment,Fear
thế con lồn chủ nhiệm kia đéo có trách nhiệm gì nữa à :/ giáo viên mà sao nghĩ ngắn thế ?,Anger,Disgust
coi mà hồi hộp vãi 😂😂😂... nghỉ tới khúc nó nhảy trượt rớt xún chắc bó chửi banh nóc ... v,Enjoyment,Fear
câu chuyện mọc sừng được bắt nguồn từ đó 😀,Enjoyment,Other
"má , 1 ngày tao ho 3 4 lần . tao có nên dừng ho lại không mày",Other,Fear
"từ nhỏ đến lớn chỉ nghe được câu mày béo thế , mày nên giảm cân đi chứ không ai nói rằng mày gầy lắm ăn nhiều lên 😆😆",Disgust,Other
quả dạ vâng kia ngọt vãi ngọt . đéo bù khách của tao toàn được,Disgust,Enjoyment
vài chục năm trôi qua mà vẫn chưa đủ tiền mua cái xe máy à,Surprise,Sadness
có đủ mọi gia vị :< em thấy vị đắng của sự chua sót quá nhiều :),Sadness,Other
thế đéo nào ma không bị phóng điện nhỉ,Surprise,Other
để 1 ngày là khó chịu rồi,Anger,Sadness
"vợ mình cũng thế , mấy lần đắp mặt nạ dọa chồng :v được cái mình chơi game kinh dị nhiều nên đếch sợ =))",Enjoyment,Fear
chắc là uncrush thôi . bố mẹ thì còng lưng ra làm cho con đi học .,Sadness,Disgust
đi làm quán nước mà mỗi cái bịch nay long đựng ống hút nó cũng xé nhỏ ra rồi để bay tứ tung đi quét đã muốn lòi lồn,Sadness,Fear
"moá ơi , lợn mặt trăng 😂😂😂",Surprise,Fear
năm sau nữa quyết định nằm cho đỡ đau lưng 😁😁,Other,Enjoyment
cảm thấy sợ mấy thứ suy nghĩ cổ hủ của người lớn :(,Sadness,Fear
muộn rồi :))),Sadness,Enjoyment
chuyển cảnh nhanh quá làm tao theo không kịp luôn á,Surprise,Fear
"per đoạn thằng kia tán trái sầu riêng , không trượt phát nào 🤣🤣",Enjoyment,Other
per nhớ lần mua mộc ra bờ sông ghê . đã thế còn làm li đặc biệt . dm,Other,Fear
"đặt mình vào vị trí của nhau , biết lo lắng suy nghĩ san sẻ cho nhau vậy là đủ rồi . có quá khó không ?",Sadness,Enjoyment
quá đáng !,Anger,Disgust
ơ ̉ viê ̣ tao nam sao được như vâ ̣ y,Other,Surprise
"ko phải con mình , mà xem còn thấy đau như vậy huống gì người trong cuộc . thật là phẫn nộ mà . cơ quan chức năng làm việc quá chậm trễ , đến giờ mà vẫn chưa tìm ra người chịu trách nhiệm . 😠😠😠😠😠😠",Anger,Sadness
"tháng 10 đến rồi , nghe bài này quá chuẩn",Other,Enjoyment
đéo mẹ . nhìn nổi da gà ..,Disgust,Anger
t coi đi coi lại mấy lần để xác định con nhện nó phóng qua tới cái điện thoại hay là nghệ thuật )))),Other,Surprise
ôi đất nước tôi ... hở ra là bàn thờ bát nhang 😳😳😳,Disgust,Enjoyment
đục khoét tuổi thơ vãi ;))),Other,Disgust
nhiều khi làm ks gặp khách hai lúa mệt vê ca lờ . ks không cho mang đồ sống đồ hải sản lên phòng . tụi nó giấu trong balo mang lên tới khi lên dọn nhìn cái phòng muốn mửa,Disgust,Anger
per khi ế nhưng vẫn phải giương mắt nhìn bọn nó ân ái,Sadness,Anger
"thế đường không cấm đỗ , bạn lấy quyền gì không cho người ta đỗ vậy",Anger,Other
tao là thằng chưa bao giờ giận người yêu vì người yêu tao không bao giờ làm gì có lỗi hết,Enjoyment,Other
thanh niên phượt rách dép =))),Other,Enjoyment
per mùa này mà làm cú mền này giữa trưa 40 độ hết sảy =]],Enjoyment,Fear
"per :))) tuy anh hay bắt nạt , giấu đồ và ăn bòn đồ ăn của em nhưng nếu thiếu anh thì công việc sẽ trở nên căng thẳng phết đó 😭",Sadness,Enjoyment
ko nên vì tất cả do người lớn sắp đặt cả không nên cho lớp trẻ mất newnf móng,Other,Disgust
"nhìn là biết cái quả này fa lâu lắm rồi này , cũng may chưa đóng 🕸🕸🕸😂",Disgust,Enjoyment
đoạn cuối hình như nó khóc,Sadness,Other
nốt hôm nay thui . thui không ngĩ đến và bắt đầu từ bỏ 1 thói quen,Sadness,Other
riêng đéo gì tối nay mà khóc với lóc,Anger,Disgust
bác không ở lại làm tô phở đã 🙃🙃🙃,Other,Enjoyment
muối nhà mày mua chỗ khác rồi hay s thiếu mặn z :)),Disgust,Other
do cái áo . mặc giống nhau làm đíuu gì,Anger,Other
nên cho người xử sai ngồi tù như người ta xem sao ....,Anger,Other
"mẹ kể hồi nhỏ nuôi con ngỗng thay chó canh nhà . ăn trộm mà vào thì chạy đằng trời với nó , cả bầy lao ra quạt với táp , khi gia đình vác gậy chạy ra thì thằng ăn trộm nó ôm cây trên tít cành cao , áo quần tóc tai lủng máu me tè le . gia đình phải cứu ăn trộm má mấy mẻ còn không tha , 2 3 con vẫn dí nhảy hàng rào dí theo ăn trộm . phải nói dí bao dai mà cục súc vê lờ .",Enjoyment,Disgust
"per đó là lý do tại sao em luôn nói với anh , có gì cũng phải nói ra",Fear,Other
uổng phí công sức bao người !,Anger,Disgust
khi đời quá mệt mỏi . đi tìm 1 chút drama,Other,Sadness
tao cũng hay sử dụng chiêu này và bọn đàn ông vẫn cứ bị lừa ????,Enjoyment,Other
khi nào có người mang trầu cau sang hỏi cưới thì tao kết hôn . hỏi thừa thế 😒,Disgust,Other
rất biết cách ngồi đấy nhỉ ????,Other,Surprise
con gái hay ảo tưởng như vậy lắm 😌,Sadness,Disgust
nhìn stt đồng cảm khủng khiếp .,Sadness,Enjoyment
sao đúng bài mày kết vậy 🙁🙁🙁,Other,Surprise
per chị rep khách hàng thế ấy hả 😞 bị bóc phốt rồi,Sadness,Other
"per tìm tao con nhện này , con này lãng mạn coá",Other,Enjoyment
per đọc nhầm con nhện thành con gián :)) thật khó hiểu,Other,Disgust
per biết phân biệt phải trái không vậy ??? và có biết đỗ như thế nào là đúng luật không ???,Anger,Other
cũng muốn có những hành động đáng yêu nv,Other,Enjoyment
"phàm việc quan trọng trong thiên hạ , cứ về hỏi vợ , vợ nói sao cứ làm ngược lại chắc chắc sẽ đúng !",Enjoyment,Other
"giờ mà quay lại cái thời đi học , tao thề không ngoan nữa mà sẽ bỏ học đi chơi vài bữa",Other,Sadness
giỏi thiệt . nể . giọng ở tao khó z mà ông này nói được giỏi 😁,Surprise,Enjoyment
thế là hết những gì đẹp nhất của nước pháp sao không phun nước cứ để cháy rần rật nhỉ,Sadness,Other
quảng cáo đéo gì tao thấy đáng sợ vãi .,Anger,Fear
tao thì nói xong lại thấy người ta không hứng thú thì lại lượn,Sadness,Other
bá đạo vậy chơi sao lại 🤣,Fear,Surprise
cô ấy còn không thèm coi tin nhắn của tao :((,Disgust,Sadness
"haha con hãm bán nước hoa fake mà kêu real , bị tao vạch mặt rồi block tao",Other,Enjoyment
nhìn mặt ông thầy cay lắm :)),Enjoyment,Sadness
nhiều khi chỉ ước gì mấy đứa bá dơ này có thể chết thay cho chị nữ sinh giao gà thì hay biết mấy ...,Other,Disgust
per không lẽ sau này kím bạn trai không tập gym 😖,Sadness,Other
per con người dù có bị trừ hết điểm cũng chạ thèm quan tâm ạ 🙂,Disgust,Sadness
per theo vợ nghĩ nếu là chồng thì chắc con đó dù là giả cũng sẽ lên nồi,Enjoyment,Other
per hồi đó mua điểm đại học nè 😂😂😂,Enjoyment,Other
"hồi đó đã undercut , bảnh vãi .",Enjoyment,Disgust
ngon xuống đây nói chuyện tử tế với bố như 2 con chó xem,Anger,Other
trong luâ ̣ tao co ́ khung hi ̀ nh pha ̣ tao bă ́ n không . ghê tơ ̉ mày con qua ́ i na ̀ y qua ́,Disgust,Fear
người ta có bạn bè nhìn vui thật,Sadness,Enjoyment
"cái công ty thực phẩm cung cấp cho các trường mầm non thật quá độc ác . vì lợi ích cá nhân mà ảnh hưởng khủng khiếp tới các em . quá dã man . các người gây nên hoạ thì mai này đời con đời cháu sẽ phải gánh nghiệp đó thôi . gieo nhân nào gặt quả ấy , đừng tưởng bây giờ sống nhé nhỉ thế là không sao . đời còn dài lắm",Other,Disgust
đẹp trai mà bị đá à,Surprise,Other
làm như là người tối cổ mà không biết . này là bếp từ phiên bản đầu tiên chứ gì,Other,Disgust
"suốt ngày trật ray , còn hay không sự phù hợp hệ thống ray - tàu với hệ thống đường sắt vn",Fear,Disgust
coi mần cái mặt kìa trời 🤣,Other,Disgust
ủa xưng mày tao thì có vấn đề gì nhễ,Other,Disgust
thề địt mẹ ngay đoạn hay cái lên nhạc + cast muốn đập điện thoại vãi :),Anger,Disgust
"cái này mà đơn giản ? chị à , là chị nghĩ đơn giản thôi =]]]]",Disgust,Other
nhớ cái váy với bộ tóc chấm bi đen trắng của anh huy ghê,Other,Enjoyment
per ngôn tình luôn ở quanh ta nhưng nó đéo đến với chúng ta 😏,Sadness,Other
thân gửi mấy má bán combo quà độn xốp với mấy cha có ý định tặng 😂😂,Disgust,Enjoyment
bếp ga hj hj 🤣🤣🤣🤣🤣🤣,Enjoyment,Sadness
"phàm là việc đại sự trong thiên hạ , cứ về hỏi vợ . vợ bảo sao thì làm ngược lại . ắt thành công !!!",Other,Enjoyment
mấy bạn nữ kêu cái mẹ gì vậy,Disgust,Other
nói gì thì tụi bây cũng không tin đâu ..😌😌,Sadness,Fear
per khóc quá trời rủ họp lớp đéo thấy đâu,Disgust,Sadness
mình còn để ảnh bạn ấy trong thẻ học sinh xong bị thấy cơ,Enjoyment,Other
ơ thế hoá ra tao không bị ngu một mình ?,Sadness,Enjoyment
